word,meaning,phonetic,example,hit
"indication","n.指示;表示；表明","ˌindiˈkei∫ən","",1
"indifferent","a.冷漠的；不积极的","inˈdifərənt","",1
"indignant","a.愤慨的，义愤的","inˈdignənt","",1
"indirect","a.间接的；不坦率的","ˌindiˈrekt","",1
"indoors","ad.在室内，在屋里","ˈinˈdɔːz","",1
"industrial","a.工业的；产业的","inˈdʌstriəl","",1
"industrialize","vt.使工业化","inˈdʌstriəlaiz","",1
"inevitable","a.不可避免的，必然的","inˈevitəbl","",1
"inexpensive","a.花费不多的,廉价的","ˌiniksˈpensiv","",1
"infant","n.婴儿 a.婴儿的","ˈinfənt","",1
"infect","vt.传染；感染","inˈfekt","",1
"infer","vt.推论，推断；猜想","inˈfəː","",1
"inferior","a.下等的；劣等的","inˈfiəriə","",1
"infinite","a.无限的；无数的","ˈinfinit","",1
"influential","a.有影响的；有权势的","ˌinfluˈen∫əl","",1
"inhabit","vt.居住于，栖息于","inˈhæbit","",1
"inhabitant","n.居民，住户","inˈhæbitənt","",1
"injection","n.注射，注入；充满","inˈdʒek∫ən","",1
"inner","a.内部的；内心的","ˈinə","",1
"inquire","vt.打听，询问；调查","inˈkwaiə","",1
"install","vt.安装，设置","inˈstɔːl","",1
"instantly","ad.立即，即刻","ˈinstəntli","",1
"instinct","n.本能；直觉；生性","ˈinstiŋkt","",1
"insult","vt.&n.侮辱，凌辱","ˈinsʌlt","",1
"intellectual","n.知识分子 a.智力的","ˌintiˈlektjuəl","",1
"intense","a.强烈的；紧张的","inˈtens","",1
"intensity","n.强烈，剧烈；强度","inˈtensiti","",1
"intensive","a.加强的；精耕细作的","inˈtensiv","",1
"intentional","a.故意的，有意识的","inˈten∫ənəl","",1
"interfere","vi.干涉，干预；妨碍","ˌintəˈfiə","",1
"interference","n.干涉,干预;阻碍","ˌintəˈfiərəns","",1
"interior","a.内的；内地的 n.内部","inˈtiəriə","",1
"interpretation","n.解释；口译","inˌtəːpriˈtei∫ən","",1
"interruption","n.中断，打断；障碍物","ˌintəˈrʌp∫ən","",1
"intimate","a.亲密的；个人的","ˈintimit","",1
"invade","vt.入侵，侵略；侵袭","inˈveid","",1
"invasion","n.入侵，侵略；侵犯","inˈveiʒən","",1
"invest","vt.投资；投入","inˈvest","",1
"investigate","vt.&vi.调查","inˈvestigeit","",1
"invisible","a.看不见的，无形的","inˈvizəbl","",1
"inward","a.里面的 ad.向内","ˈinwəd","",1
"irregular","a.不规则的；不整齐的","iˈregjulə","",1
"isolate","vt.使隔离，使孤立","ˈaisəleit","",1
"jail","n.监狱 vi.监禁","dʒeil","",1
"jealous","a.妒忌的；猜疑的","ˈdʒeləs","",1
"jewish","a.犹太人的","ˈdʒu(ː)i∫","",1
"joint","n.接头，接缝；关节","dʒɔint","",1
"jolly","a.快活的；令人高兴的","ˈdʒɔli","",1
"journal","n.日报，杂志；日志","ˈdʒəːnl","",1
"joyful","a.十分喜悦的，快乐的","ˈdʒɔiful","",1
"jury","n.陪审团；评奖团","ˈdʒuəri","",1
"justify","vt.证明…是正当的","ˈdʒʌstifai","",1
"keen","a.热心的；激烈的","kiːn","",1
"kilometer","n.千米，公里","ˈkiləmiːtə","",1
"kneel","vi.跪，跪下，跪着","niːl","",1
"knit","vt.把…编结 vi.编织","nit","",1
"knob","n.门把，拉手；旋纽","nɔb","",1
"knot","n.(绳的)结，(树的)节","nɔt","",1
"laboratory","n.实验室，研究室","ˈlæbərətəri","",1
"lace","n.鞋带，系带；花边","leis","",1
"lag","vi.走得慢 n.落后","læg","",1
"landing","n.上岸，登陆，着陆","ˈlændiŋ","",1
"landlady","n.女房东；女地主","ˈlændleidi","",1
"landlord","n.地主；房东，店主","ˈlændlɔːd","",1
"lane","n.(乡间)小路；跑道","lein","",1
"largely","ad.大部分；大量地","ˈlɑːdʒli","",1
"Latin","a.拉丁的 n.拉丁语","ˈlætin","",1
"lawn","n.草地，草坪，草场","lɔːn","",1
"lean","vi.倾斜，屈身；靠","liːn","",1
"leap","vi.跳，跃 n.跳跃","liːp","",1
"learning","n.学习；学问，知识","ˈləːniŋ","",1
"legend","n.传说，传奇","ˈledʒənd","",1
"leisure","n.空闲时间；悠闲","ˈliːʒə","",1
"lens","n.透镜，镜片；镜头","lenz","",1
"less","a.更少的 ad.更少地","les","",1
"lessen","vt.减少，减轻；缩小","ˈlesn","",1
"lest","conj.惟恐，以免","lest","",1
"lever","n.杆，杠杆；控制杆","ˈliːvə","",1
"liable","a.易于…的；可能的","ˈlaiəbl","",1
"liar","n.说谎的人","ˈlaiə","",1
"liberal","a.心胸宽大的；慷慨的","ˈlibərəl","",1
"lick","vt.舔；舔吃","lik","",1
"lieutenant","n.陆军中尉；副职官员","ljuːˈtenənt","",1
"lighten","vt.照亮，使明亮","ˈlaitn","",1
"lightly","ad.轻轻地，轻松地","ˈlaitli","",1
"likewise","ad.同样地；也，又","ˈlaikˌwaiz","",1
"limb","n.肢，臂，翼；树枝","lim","",1
"lime","n.石灰","laim","",1
"limited","a.有限的","ˈlimitid","",1
"linen","n.亚麻布；亚麻织物","ˈlinin","",1
"liner","n.班船，班机","ˈlainə(r)","",1
"liquor","n.酒；溶液，液剂","ˈlikə","",1
"listener","n.听者，听众之一","ˈlisnə","",1
"liter","n.升(容量单位)","ˈliːtə","",1
"liver","n.肝；肝脏","ˈlivə","",1
"living-room","n.起居室","","",1
"loan","n.贷款；暂借 vt.借出","ləun","",1
"locate","vt.探明，找出，查出","ləuˈkeit","",1
"locomotive","n.火车头，机车","ˌləukəˈməutiv","",1
"lodge","vi.暂住，借宿，投宿","lɔdʒ","",1
"log","n.原木，木料","lɔg","",1
"loosen","vt.解开；使松驰","ˈluːsn","",1
"lord","n.贵族；上帝，基督","lɔːd","",1
"lover","n.爱好者；情人；情侣","ˈlʌvə","",1
"lower","a.较低的 vt.放下","ˈləuə","",1
"loyal","a.忠诚的，忠心的","ˈlɔiəl","",1
"loyalty","n.忠诚，忠心","ˈlɔiəlti","",1
"lumber","n.木材；木料；制材","ˈlʌmbə","",1
"lump","n.团，块；肿块","lʌmp","",1
"luxury","n.奢侈，奢华；奢侈品","ˈlʌk∫əri","",1
"mad","a.发疯的；恼火的","mæd","",1
"magnet","n.磁铁，磁石，磁体","ˈmægnit","",1
"magnetic","a.磁的，有吸引力的","mægˈnetik","",1
"magnificent","n.壮丽的；华丽的","mægˈnifisnt","",1
"mainly","ad.主要地，大体上","ˈmeinli","",1
"maintenance","n.维持，保持；维修","ˈmeintinəns","",1
"manly","a.男子气概的，果断的","ˈmænli","",1
"manufacture","vt.制造 n.制造；产品","ˌmænjuˈfækt∫ə","",1
"manufacturer","n.制造商/厂","ˌmænjuˈfækt∫ərə","",1
"marine","a.海的；海上的","məˈriːn","",1
"marvelous","a.奇迹般的；了不起的","ˈmɑːvəl","",1
"Marxism","n.马克思主义","ˈmɑːksiz(ə)m","",1
"Marxist","a.马克思主义的","ˈmɑːksist","",1
"masterpiece","n.杰作，名著","ˈmɑːstəpiːs","",1
"mate","n.伙伴，同事；配偶","meit","",1
"materialism","n.唯物主义","məˈtiəriəlizəm","",1
"maths","n.(英)数学","mæθs","",1
"mayor","n.市长","meə","",1
"meadow","n.草地，牧草地","ˈmedəu","",1
"meantime","n.其时/间 ad.当时","ˈmiːnˈtaim","",1
"measurable","a.可测量的","ˈmeʒərəbl","",1
"measurement","n.衡量,测量；尺寸","ˈmeʒəmənt","",1
"mechanic","n.技工，机械，机修工","miˈkænik","",1
"mechanical","a.机械的；力学的","miˈkænikl","",1
"mechanically","ad.机械地","miˈkænikəli","",1
"mechanics","n.力学；技术性细节","miˈkæniks","",1
"Mediterranean","n.地中海 a.地中海的","meditəˈreiniən","",1
"melt","vi.融化 vt.使融化","melt","",1
"mercury","n.水银，汞","ˈməːkjuri","",1
"merit","n.长处，优点；功过","ˈmerit","",1
"messenger","n.送信者，信使","ˈmesindʒə","",1
"meter","n.计量器，计，表","ˈmiːtə","",1
"microphone","n.话筒，麦克风","ˈmaikrəfəun","",1
"midst","n.中部，中间，当中","ˈmidst","",1
"military","a.军事的；军人的","ˈmilitəri","",1
"mill","n.磨坊；制造厂","mil","",1
"millimetre","n.毫米","ˈmiliˌmiːtə(r)","",1
"miner","n.矿工","ˈmainə","",1
"minor","a.较小的；较次要的","ˈmainə","",1
"miracle","n.奇迹，令人惊奇的人","ˈmirəkl","",1
"miserable","a.痛苦的，悲惨的","ˈmizərəbl","",1
"mislead","vt.使误入岐途","misˈliːd","",1
"missing","a.缺掉的，失去的","ˈmisiŋ","",1
"mission","n.使命，任务；使团","ˈmi∫ən","",1
"Mister","n.先生","ˈmistə","",1
"mistress","n.女主人；夫人","ˈmistris","",1
"moan","n.呻吟声 vi.呻吟","məun","",1
"moderate","a.温和的；有节制的","ˈmɔdərit","",1
"moist","a.湿润的；多雨的","mɔist","",1
"moisture","n.潮湿，湿气；温度","ˈmɔist∫ə","",1
"molecule","n.分子，克分子","ˈmɔlikjuːl","",1
"monthly","a.每月的 ad.每月","ˈmʌnθli","",1
"mood","n.心情，情绪；语气","muːd","",1
"more","a.更多的 ad.更","mɔː(r)","",1
"moreover","ad.再者，加之，此外","mɔːˈrəuvə","",1
"mortal","a.终有一死的；致死的","ˈmɔːtl","",1
"mostly","ad.主要的，大部分","ˈməustli","",1
"motion","n.运动；手势；提议","ˈməu∫ən","",1
"motivate","vt.促动；激励，激发","ˈməutiveit","",1
"motive","n.动机，目的","ˈməutiv","",1
"mould","n.模子，模型 vt.浇铸","məuld","",1
"mount","vt.登上，爬上 n.…山","maunt","",1
"mug","n.大杯","mʌg","",1
"murderer","n.杀人犯，凶手","ˈməːdərə(r)","",1
"muscle","n.肌肉，肌；体力","ˈmʌsl","",1
"mute","a.缄默的 n.哑巴","mjuːt","",1
"mutter","vi.轻声低语；抱怨","ˈmʌtə","",1
"mutual","a.相互的；共同的","ˈmjuːtjuəl","",1
"mysterious","a.神秘的；难以理解的","misˈtiəriəs","",1
"mystery","n.神秘；神秘的事物","ˈmistəri","",1
"naked","a.裸体的；无遮敝的","ˈneikid","",1
"namely","ad.即，也就是","ˈneimli","",1
"nap","n.小睡，打盹，瞌睡","næp","",1
"nasty","a.龌龊的；淫猥的","ˈnæsti","",1
"naturally","ad.自然地；天然地","ˈnæt∫ərəli","",1
"naughty","a.顽皮的，淘气的","ˈnɔːti","",1
"naval","n.海军的，军舰的","ˈneivəl","",1
"navigation","n.航行;航海术;导航","ˌnæviˈgei∫ən","",1
"necessarily","ad.必然，必定","nesiˈserili","",1
"necessity","n.必要性；必然性","niˈsesiti","",1
"needless","a.不需要的","ˈniːdlis","",1
"neglect","vt.忽视，忽略；疏忽","niˈglekt","",1
"Negro","n.黑人","ˈniːgrəu","",1
"nerve","n.神经；勇敢，胆量","nəːv","",1
"neutral","a.中立的；中性的","ˈnjuːtrəl","",1
"nevertheless","conj.然而 ad.仍然","ˌnevəðəˈles","",1
"newly","ad.新近，最近","ˈnjuːli","",1
"nitrogen","n.氮","ˈnaitrədʒən","",1
"nonsense","n.胡说，废话","ˈnɔnsəns","",1
"normally","ad.通常，正常地","ˈnɔːməli","",1
"noticeable","a.显而易见/重要的","ˈnəutisəbl","",1
"noun","n.名词","naun","",1
"nucleus","n.核，核心；(原子)核","ˈnjuːkliəs","",1
"nuisance","n.讨厌的东西","ˈnjuːsns","",1
"numerous","a.为数众多的；许多","ˈnjuːmərəs","",1
"oak","n.栎属植物；栎木","əuk","",1
"oar","n.浆，橹","ɔə","",1
"objection","n.反对,异议;不喜欢","əbˈdʒek∫ən","",1
"oblige","vt.迫使；施恩惠于","əˈblaidʒ","",1
"observer","n.观察员，观测者","əbˈzəːvə","",1
"obstacle","n.障碍，障碍物，妨害","ˈɔbstəkl","",1
"obviously","ad.明显地，显然地","ˈɔbviəsli","",1
"occasion","n.场合，时刻；时机","əˈkeiʒən","",1
"occasional","a.偶然的；临时的","əˈkeiʒənəl","",1
"occasionally","ad.偶然;非经常地","əˈkeiʒənəli","",1
"occupy","vt.占领；占，占有","ˈɔkjupai","",1
"occurrence","n.发生，出现；事件","əˈkʌrəns","",1
"odd","a.奇数的；单只的","ɔd","",1
"odour","n.气味，香气；味道","ˈəudə","",1
"offend","vt.冒犯 vi.犯过错","əˈfend","",1
"okay","(缩作 OK)a.&ad.对，好","əuˈkei","",1
"omit","vt.省略，省去；遗漏","əuˈmit","",1
"opponent","n.对手,敌手;对抗者","əˈpəunənt","",1
"oppress","vt.压迫，压制；压抑","əˈpres","",1
"optical","a.眼的；光学的","ˈɔptikəl","",1
"orchestra","n.管弦乐队","ˈɔːkistrə","",1
"orderly","a.整洁的；有秩序的","ˈɔːdəli","",1
"ore","n.矿，矿石，矿砂","ɔː(r)","",1
"organism","n.生物体；有机体","ˈɔːgənizəm","",1
"oriental","a.东方的；东方国家的","ˌɔ(ː)riˈentl","",1
"ornament","n.装饰物；装饰","ˈɔːnəmənt","",1
"orphan","n.孤儿","ˈɔːfən","",1
"ounce","n.盎司，英两","auns","",1
"outdoor","a.户外的，室外的","ˈautdɔː","",1
"outlet","n.出口，出路；排遣","ˈautlet","",1
"outlook","n.观点，看法；展望","ˈautluk","",1
"outset","n.开始，开端","ˈautset","",1
"outskirt","n.外边，郊区","ˈautskəːt","",1
"outwards","ad.向外，往海外","ˈautwədz","",1
"oven","n.炉，灶；烘箱","ˈʌvən","",1
"overnight","ad.一夜；突然","ˈəuvəˈnait","",1
"overseas","ad.海外 a.在海外的","ˈəuvəˈsiːz","",1
"overtake","vt.追上，赶上；压倒","ˈəuvəˈteik","",1
"overtime","a.超时的，加班的","ˈəuvətaim","",1
"owl","n.猫头鹰，枭","aul","",1
"pad","n.垫；本子 vt.填塞","pæd","",1
"pail","n.桶，提桶","peil","",1
"palm","n.手掌，手心；掌状物","pɑːm","",1
"pane","n.窗格玻璃","pein","",1
"pant","n.气喘；心跳","pænt","",1
"parade","n.游行；检阅 vi.游行","pəˈreid","",1
"paradise","n.伊甸乐园；天堂","ˈpærədaiz","",1
"parliament","n.议会，国会","ˈpɑːləmənt","",1
"partially","ad.部分地","ˈpɑː∫əli","",1
"particle","n.粒子，微粒","ˈpɑːtikl","",1
"particularly","ad.特别,尤其,格外","pəˈtikjuləli","",1
"passion","n.激情，热情；爱好","ˈpæ∫ən","",1
"paste","n.糊，酱；浆湖","peist","",1
"pastime","n.消遣，娱乐","ˈpɑːstaim","",1
"pat","n.&vt.&n.轻拍","pæt","",1
"patience","n.忍耐，容忍，耐心","ˈpei∫əns","",1
"pave","vt.铺，筑(路等)","peiv","",1
"pavement","n.(英)人行道","ˈpeivmənt","",1
"paw","n.脚爪，爪子","pɔː","",1
"payment","n.支付，支付的款项","ˈpeimənt","",1
"peak","n.山顶，巅 a.最高的","piːk","",1
"pearl","n.珍珠；珍珠母","pəːl","",1
"pebble","n.卵石，细砾","ˈpebl","",1
"peculiar","a.特有的；特别的","piˈkjuːljə","",1
"peel","vt.剥(皮)，削(皮)","piːl","",1
"peep","vi.(从缝隙中)偷看","piːp","",1
"penetrate","vt.穿过 vi.穿入","ˈpenitreit","",1
"peninsula","n.半岛","piˈninsjulə","",1
"perfectly","ad.很，完全","ˈpəːfiktli","",1
"permanently","ad.永久/持久地","ˈpəːməntli","",1
"pessimistic","a.悲观的；厌世的","ˌpesiˈmistik","",1
"petroleum","n.石油","piˈtrəuliəm","",1
"philosopher","n.哲学家","fiˈlɔsəfə","",1
"photographic","a.摄影的，摄影用的","fəutəˈgræfik","",1
"pierce","vt.剌穿 vi.穿入","piəs","",1
"pigeon","n.鸽子","ˈpidʒin","",1
"pinch","vt.捏，拧，掐掉","pint∫","",1
"pistol","n.手枪","ˈpistl","",1
"pit","n.坑，地坑；煤矿","pit","",1
"pitch","n.沥青","pit∫","",1
"plantation","n.种植园；栽植","plænˈtei∫ən","",1
"plaster","n.灰泥；硬膏；熟石膏","ˈplɑːstə","",1
"plentiful","a.丰富的，富裕的","ˈplentiful","",1
"plough","n.犁 vt.&vi.犁，耕","plau","",1
"pluck","vt.采，摘；拉下 n.拉","plʌk","",1
"plunge","vt.使投入；使陷入","plʌndʒ","",1
"plural","a.复数的 n.复数","ˈpluərəl","",1
"poetry","n.诗，诗歌，诗作","ˈpəuitri","",1
"porch","n.门廊，入口处","pɔːt∫","",1
"portion","n.一部分；一分","ˈpɔː∫ən","",1
"portrait","n.消像，画像","ˈpɔːtrit","",1
"Portuguese","n.葡萄牙人/语","ˌpɔːtjuˈgiːz","",1
"positive","a.确定的；积极的","ˈpɔzətiv","",1
"possibly","ad.可能地；也许","ˈpɔsəbli","",1
"poverty","n.贫穷，贫困","ˈpɔvəti","",1
"practically","ad.实际上；几乎","ˈpræktikəli","",1
"practise","vt.练习，实习，训练","ˈpræktis","",1
"precaution","n.预防；警惕","priˈkɔː∫ən","",1
"preceding","a.在前的；在先的","pri(ː)ˈsiːdiŋ","",1
"preface","n.序言，前言，引语","ˈprefis","",1
"preferable","a.更可取的，更好的","ˈprefərəbl","",1
"preliminary","a.预备的，初步的","priˈliminəri","",1
"preposition","n.前置词，介词","ˌprepəˈzi∫ən","",1
"prescribe","vt.命令；处(方)","prisˈkraib","",1
"presence","n.出席，到场；在","ˈprezns","",1
"presently","ad.一会儿；目前","ˈprezəntli","",1
"prevail","vi.胜，优胜；流行","priˈveil","",1
"previously","ad.先前，预先","ˈpriːvjuːsli","",1
"priest","n.教士，牧师，神父","priːst","",1
"primarily","ad.首先；主要地","ˈpraimərili","",1
"prince","n.王子，亲王","prins","",1
"princess","n.公主，王妃","prinˈses","",1
"principal","a.主要的 n.负责人","ˈprinsip(ə)l","",1
"probability","n.可能性；概率","ˌprɔbəˈbiliti","",1
"proceed","vi.进行；继续进行","prəˈsiːd","",1
"procession","n.队伍，行列","prəˈse∫(ə)n","",1
"proclaim","vt.宣告，宣布；表明","prəˈkleim","",1
"productive","a.生产的；丰饶的","prəˈdʌktiv","",1
"promising","a.有希望的；有前途的","ˈprɔmisiŋ","",1
"pronoun","n.代名词","ˈprəunaun","",1
"proof","n.证据；证明；校样","pruːf","",1
"proportion","n.比，比率，部分","prəˈpɔː∫ən","",1
"proportional","a.比例/相称的","prəˈpɔː∫ənl","",1
"propose","vt.提议 vi.求婚","prəˈpəuz","",1
"prospect","n.展望；前景，前程","ˈprɔspekt","",1
"prosperity","n.繁荣；昌盛，兴旺","prɔsˈperiti","",1
"prosperous","a.繁荣的，昌盛的","ˈprɔspərəs","",1
"protective","a.保护的，防护的","prəˈtektiv","",1
"protein","n.蛋白质，朊","ˈprəutiːn","",1
"protest","vt.&vi.&n.抗议","prəˈtest","",1
"provided","conj.以…为条件","prəːˈvaidid","",1
"provision","n.供应；预备；存粮","prəˈviʒən","",1
"psychological","a.心理(学)的","ˌsaikəˈlɔdʒikəl","",1
"publication","n.公布；出版(物)","ˌpʌbliˈkei∫ən","",1
"pudding","n.布丁","ˈpudiŋ","",1
"puff","n.(一)喷，(一)吹","pʌf","",1
"punch","vt.冲出 n.冲压机","pʌnt∫","",1
"puppet","n.木偶，玩偶；傀儡","ˈpʌpit","",1
"purely","ad.纯粹地，完全地","ˈpjuəli","",1
"purify","vt.使纯净，使洁净","ˈpjuərifai","",1
"purity","n.纯净；纯洁；纯度","ˈpjuəriti","",1
"pursue","vt.追赶，追踪；进行","pəˈsjuː","",1
"pursuit","n.追赶；追求；事务","pəˈsjuːt","",1
"qualify","vt.使具有资格","ˈkwɔlifai","",1
"quart","n.夸脱(=2 品脱)","kɔːt","",1
"quarterly","a.季度的 ad.季度地","ˈkwɔːtəli","",1
"queer","a.奇怪的，古怪的","kwiə","",1
"quicken","vt.加快 vi.加快","ˈkwikən","",1
"quickly","ad.快，迅速","ˈkwikli","",1
"quotation","n.引用；引文；报价单","kwəuˈtei∫ən","",1
"rack","n.搁物架；行李架","ræk","",1
"racket","n.球拍","ˈrækit","",1
"radar","n.雷达，无线电探测器","ˈreidə","",1
"radiate","vi.发射光线；辐射","ˈreidieit","",1
"radioactivity","n.放射性，放射(现象)","ˈreidiəuækˈtiviti","",1
"radish","n.小萝卜","ˈrædi∫","",1
"radius","n.半径","ˈreidjəs","",1
"rage","n.(一阵)狂怒，盛怒","reidʒ","",1
"raid","n.袭击；突然搜查","reid","",1
"railroad","n.铁路 vi.由铁路运输","ˈreilrəud","",1
"rake","n.耙子 vi.耙；搜索","reik","",1
"rapidly","ad.迅速地","ˈræpidli","",1
"rarely","ad.很少，难得","ˈreəli","",1
"ratio","n.比，比率","ˈrei∫iəu","",1
"rational","a.理性的；出于理性的","ˈræ∫ənl","",1
"reaction","n.反应；反作用","ri(ː)ˈæk∫ən","",1
"readily","ad.乐意地；无困难地","ˈredili","",1
"realize","vt.实现；认识到","ˈriəlaiz","",1
"realm","n.王国，国土；领域","relm","",1
"reap","vt.&vi.收割，收获","riːp","",1
"rear","n.后部，后面；背面","riə","",1
"rebel","vi.造反 n.造反者","ˈrebəl","",1
"rebellion","n.造反；叛乱；反抗","riˈbeljən","",1
"recently","ad.最近，新近","ˈriːsəntli","",1
"recognition","n.认出，识别；承认","ˌrekəgˈni∫ən","",1
"recollect","vt.回忆，追忆，想起","ˌrekəˈlekt","",1
"reduction","n.减少，减小，缩减","riˈdʌk∫ən","",1
"reed","n.芦苇，芦杆，芦丛","riːd","",1
"reel","n.卷轴，卷筒","riːl","",1
"reflexion","n.反射；映象；反映","riˈflek∫ən","",1
"refreshment","n.茶点，点心，便餐","riˈfre∫mənt","",1
"refuge","n.避难，庇护；庇护者","ˈrefjuːdʒ","",1
"refute","vt.驳斥，反驳，驳倒","riˈfjuːt","",1
"regarding","prep.关于","riˈgɑːdiŋ","",1
"region","n.地区，地带；领域","ˈriːdʒən","",1
"regularly","ad.有规律地","ˈregjuləli","",1
"regulate","vt.管理，控制；调整","ˈregjuleit","",1
"rehearsal","n.排练，排演；练习","riˈhəːsəl","",1
"reign","n.君主统治；支配","rein","",1
"rein","n.缰绳 vi.驾驭，控制","rein","",1
"reinforce","vt.增援，支援；加强","ˌriːinˈfɔːs","",1
"rejoice","vi.欣喜，高兴","riˈdʒɔis","",1
"relatively","ad.相对地，比较地","ˈrelətivli","",1
"relativity","n.相关性；相对性","ˌreləˈtiviti","",1
"reliance","n.信任，信赖，信心","riˈlaiəns","",1
"relieve","vt.减轻，解除；救济","riˈliːv","",1
"reluctant","a.不愿的，勉强的","riˈlʌktənt","",1
"remains","n.残余，余额；废墟","riˈmeins","",1
"remarkable","a.异常的，非凡的","riˈmɑːkəbl","",1
"remedy","n.&vt.治疗；补救","ˈremidi","",1
"removal","n.移动；迁移；除掉","riˈmuːvəl","",1
"renew","vt.使更新 vi.更新","riˈnjuː","",1
"repeatedly","ad.重复地；一再","riˈpiːtidli","",1
"repent","vi.悔悟，悔改 vt.后悔","riˈpent","",1
"repetition","n.重复，反复","ˌrepiˈti∫ən","",1
"reproach","vt.&n.责备，指责","riˈprəut∫","",1
"republican","a.共和国的","riˈpʌblikən","",1
"reservoir","n.水库；蓄水池","ˈrezəvwɑː(r)","",1
"residence","n.居住；驻扎；住处","ˈrezidəns","",1
"resident","a.居住的 n.居民","ˈrezidənt","",1
"resignation","n.放弃，辞职，反抗","ˌrezigˈnei∫ən","",1
"resistance","n.抵抗/制；抵抗力","riˈzistəns","",1
"resistant","a.抵抗的，反抗的","riˈzistənt","",1
"resort","vi.&n.求助，凭借","riˈzɔːt","",1
"respectful","a.恭敬的，尊重的","risˈpektful","",1
"respective","ad. 各自的，各个的","risˈpektiv","",1
"respectively","ad.各自/分别地","riˈspektivli","",1
"restless","a.不安定的，焦虑的","ˈrestlis","",1
"restrain","vt.抑制，遏制；限制","risˈtrein","",1
"restraint","n.抑制；遏制；克制","risˈtreint","",1
"resume","vt.恢复；重新开始","riˈzjuːm","",1
"retreat","vi.(被迫)退却，后退","riˈtriːt","",1
"reveal","vt.展现；揭示，揭露","riˈviːl","",1
"revenge","vt.替…报仇 n.报仇","riˈvendʒ","",1
"reverse","vt.颠倒，翻转 n.背面","riˈvəːs","",1
"revise","vt.修订，校订；修改","riˈvaiz","",1
"revolt","vi.&n.反抗，造反","riˈvəult","",1
"revolutionary","a.革命的 n.革命者","ˈrevəˈluː∫ənəri","",1
"rhythm","n.韵律，格律；节奏","ˈrið(ə)m","",1
"rib","n.肋，肋骨","rib","",1
"ribbon","n.缎带，丝带；带","ˈribən","",1
"rider","n.骑马的人；乘车的人","ˈraidə","",1
"ridge","n.脊；岭，山脉；垄","ridʒ","",1
"rifle","n.步枪，来复枪","ˈraifl","",1
"rival","n.竞争者 a.竞争的","ˈraivəl","",1
"roar","vi.吼叫；呼喊 n.吼","rɔː","",1
"robber","n.强盗，盗贼","ˈrɔbə","",1
"robbery","n.抢劫，劫掠，盗取","ˈrɔbəri","",1
"robe","n.长袍，长衣，浴衣","rəub","",1
"rocket","n.火箭，火箭发动机","ˈrɔkit","",1
"rod","n.杆，竿，棒","rɔd","",1
"Roman","n.古罗马人 a.罗马的","ˈrəumən","",1
"romantic","a.浪漫的；传奇的","rəˈmæntik","",1
"rotary","a.旋转的，转动的","ˈrəutəri","",1
"rotate","vi.旋转 vt.使旋转","rəuˈteit","",1
"rotation","n.旋转，转动；循环","rəuˈtei∫ən","",1
"rotten","a.腐烂的，发臭的","ˈrɔtn","",1
"roughly","ad.粗糙地，粗略地","ˈrʌfli","",1
"rouse","vt.唤醒，唤起；惊起","rauz","",1
"route","n.路，路线，路程","ruːt","",1
"rub","vt.摩擦，擦 vi.摩擦","rʌb","",1
"rug","n.小地毯；毛毯","rʌg","",1
"rumour","n.谣言，谣传，传闻","ˈruːmə","",1
"rural","a.农村的，田园的","ˈruər(ə)l","",1
"rust","n.锈 vi.生锈，氧化","rʌst","",1
"rusty","a.生锈的；变迟钝的","ˈrʌsti","",1
"sack","n.袋，麻袋；开除","sæk","",1
"saddle","n.鞍子，马鞍","ˈsædl","",1
"sadly","ad.悲痛地，悲哀地","ˈsædli","",1
"safely","ad.安全地；可靠地","ˈseifli","",1
"saint","n.圣徒；基督教徒","seint","",1
"sake","n.缘故，理由","seik","",1
"sandy","n.沙的，含沙的","ˈsændi","",1
"satisfactory","a.令人满意的,良好的","ˌsætisˈfæktəri","",1
"saving","n.搭救；节约；存款","ˈseiviŋ","",1
"saw","n.锯子 vt.锯，锯开","sɔː","",1
"scale","n.天平，磅秤，秤","skeil","",1
"scarce","a.缺乏的；希有的","skeəs","",1
"scarcely","ad.仅仅；几乎不","ˈskeəsli","",1
"scatter","vt.使消散；撒；散播","ˈskætə","",1
"scent","n.气味，香味；香水","sent","",1
"scheme","n.计划，规划；诡计","skiːm","",1
"scorn","n.轻蔑；嘲笑 vt.轻蔑","skɔːn","",1
"scout","n.侦察员，侦察机","skaut","",1
"scrape","vt.&vi.&n.刮，擦","skreip","",1
"screw","n.螺旋，螺丝 vt.拧紧","skruː","",1
"seaport","n.海港，港市","ˈsiːpɔːt","",1
"secondary","a.第二的；次要的","ˈsekəndəri","",1
"secondly","ad.第二(点)；其次","'sekәndli","",1
"seller","n.卖者；行销货","ˈselə","",1
"semester","n.半年；学期，半学年","siˈmestə","",1
"semiconductor","n.半导体","ˈsemikənˈdʌktə","",1
"senate","n.参议院，上院","ˈsenit","",1
"sensible","a.感觉得到的；明智的","ˈsensəbl","",1
"series","n.连续，系列；丛书","ˈsiəriːz","",1
"seriously","ad.严肃地，认真地","ˈsiəriəsli","",1
"setting","n.安装，调整；环境","ˈsetiŋ","",1
"severely","ad.严厉地，严格地","siˈviəli","",1
"shady","a.成荫的，阴凉的","ˈ∫eidi","",1
"shampoo","vt.用洗发剂洗 n.洗头","∫æmˈpuː","",1
"sharply","ad.锐利地，敏锐地","ˈ∫ɑːpli","",1
