word,meaning,phonetic,example,hit
"finite","adj. 1. 限定的，有限的 2. (动词)限定式的","ˈfaɪnaɪt","",1
"fixture","n. 1. 固定装置 2. 预定举行的体育比赛","ˈfɪkstʃə","",1
"flank","n. 腰窝，侧翼 v. 位于…的侧面","flæŋk","",1
"flap","v. 1. 拍打，拍动，摆动 2. (鸟)振(翅) 3. 平卧，垂下 n. 1. 拍打，拍动，(鸟的)振翅 2. 下垂物，覆盖物 3. (袋)盖，(帽)边，信封口盖","flæp","",1
"flask","n. (实验用的)烧瓶，长颈瓶，冷(热)水瓶，保温瓶","flɑːsk","",1
"flatter","v. 1. 奉承，恭维 2. 使高兴，使满意","ˈflætə","",1
"flaw","n. 缺点，缺陷，瑕疵 v. 使有缺陷，损害","flɔː","",1
"fling","v. 投，抛，摔  n. 悠情放纵，尽情欢乐， 一时的(常为放纵的)行乐","flɪŋ","",1
"flip","v. 1. 把…抛向空中，捻，快速地翻转(猛然移动) 2. 大怒，强烈地反应 n. 轻弹(打、抛)","flɪp","",1
"fluctuate","v. 波动，变动，涨落","ˈflʌktʃʊeɪt","",1
"flutter","v. &n. 1. 振翅，拍翼 2. 飘动，摆动 3. 激动，紧张，兴奋","ˈflʌtə","",1
"foam","n. 1. 泡沫，(马等的)涎沫(大汗)，白沫 2. 泡沫材料 v. 1. 起泡沫，冒汗 2. 吐白沫，唾沫四溅","fəʊm","",1
"formidable","adj. 1. 大而可怕的，令人畏惧的 2. 难以应付的，难以战胜的","ˈfɔːmɪdəbl","",1
"fort","n. 要塞，堡垒","fɔːt","",1
"forthcoming","adj. 1. 即将发生的，即将来到的 2. 现成的，随要随有的 3. 乐于助人的","ˌfɔːθˈkʌmɪŋ","",1
"forum","n. 讲坛，讨论会场，论坛","ˈfɔːrəm","",1
"fossil","n. 化石","ˈfɒsəl","",1
"fracture","n. 骨折，折断，破裂 v. (使)破裂，(使)折断，破碎","ˈfræktʃə","",1
"fragrance","n. 1. 芳香，香味 2. 香料，香水","ˈfreɪɡrəns","",1
"frantic","adj. 1. (因恐惧、焦急、喜悦等)发狂(似)的，发疯的 2. 狂乱的，令人绝望的，不顾一切的","ˈfræntɪk","",1
"fraud","n. 1. 欺骗(行为)，诈骗(罪) 2. 骗子，冒名顶替者","frɔːd","",1
"fringe","n. 1. 刘海，额前短发 2. 饰边，流苏，穗子 3. 边缘，外围 v. 饰…的边，以…为界，围绕","frɪndʒ","",1
"fulfill","v. 1. 实行，完成 2. 实践，履行","fulˈfil","",1
"fury","n. 1. 愤怒，狂怒 2. 狂暴，猛烈","ˈfjʊərɪ","",1
"fusion","n. 融合，熔合，聚变","ˈfjuːʒən","",1
"galaxy","n. 1. 星系  2. (cap)银河系 3. 一群(杰出或著名的人物)","ˈɡæləksɪ","",1
"gamble","v. 赌博，打赌 n. 赌博，投机，冒险","ˈɡæmbl","",1
"gear","n. 1. 齿轮 2. 一套用具","ɡɪə","",1
"generalize","v. 1. 一般化，概括，推广 2. 形成概念，笼统讲","ˈdʒenәrәlaiz","",1
"genetic","adj. 遗传(学)的","dʒɪˈnetɪk","",1
"geology","n. 地质学","dʒɪˈɒlədʒɪ","",1
"gigantic","adj. 巨大的，似巨人的","dʒaɪˈɡæntɪk","",1
"giggle","v. 吃吃地笑，咯咯地笑，傻笑","ˈɡɪɡl","",1
"given","prep. 考虑到 adj. 特定的，规定的","ˈɡɪvən","",1
"glamour","n. 魅力，迷人的美，魔法 v. 迷惑","ˈglæmә","",1
"gland","n. 腺","ɡlænd","",1
"gleam","n. 1. 微光，闪光，一线光明 2. (希望、机智等的)闪现 v. 闪烁，隐约闪光","ɡliːm","",1
"gloom","n. 1. 黑暗，幽暗 2. 忧郁，阴沉","ɡluːm","",1
"gorgeous","adj. 1. 异常漂亮的，壮丽的 2. 令人愉快的","ˈɡɔːdʒəs","",1
"gossip","v. 闲聊 n. 1. 闲谈，聊天，流言蜚语 2. 喜欢拨弄是非的人","ˈɡɒsɪp","",1
"graze","v. (动物)吃草，放牧","ɡreɪz","",1
"grease","n. 动物脂，脂肪，润滑脂 v. 涂油脂于，用油脂润滑，使润滑","ɡriːs","",1
"grief","n. 1. 悲痛，悲伤 2. 不幸，灾难，伤心事","ɡriːf","",1
"grim","adj. 1. 严肃的，严厉的，可怕的 2. 严峻的，严酷的，冷酷的","ɡrɪm","",1
"grin","v. &n. 露齿笑，咧着嘴笑","ɡrɪn","",1
"groove","n. 沟，槽","ɡruːv","",1
"grope","v. 1. (暗中) 摸索 2. 探索 n. 摸索","ɡrəʊp","",1
"guardian","n. 1. 保护人，监护人 2. 守卫者，保护者","ˈɡɑːdɪən","",1
"hamper","v. 阻碍，妨碍","ˈhæmpə","",1
"handbook","n. 手册，指南","ˈhændbʊk","",1
"handicap","n. 1. 不利因素，障碍 2. 缺陷，残疾 v. . 1. 给…设置不利条件，妨碍 2. 使身心残障而不能正常活动(生活)","ˈhændɪkæp","",1
"hardy","adj. 能吃苦耐劳的，强壮的，耐寒的","ˈhɑːdɪ","",1
"haul","v. 用力拖(拉) n. 1. 一网渔获量，一次得到的数量 2. 拖运的距离(路程)","hɔːl","",1
"haunt","v. 出没，常去，萦绕 n. (usu pl)常去之处","hɔːnt","",1
"heave","v. 1. 举起，拉，拖 2. 投掷 3. (有节奏地)起伏","hiːv","",1
"heighten","v. 1. 加高，提高 2. 增加，增大","ˈhaɪtən","",1
"hemisphere","n. 1. (地球、天体的)半球，半球上所有的国家(居民) 2. (活动、知识等的)范围(领域)","ˈhemɪˌsfɪə","",1
"henceforth","adv. 从今以后，今后","ˌhensˈfɔːθ","",1
"heritage","n. 文化遗产，继承物","ˈherɪtɪdʒ","",1
"hike","n. & v. 1. 远足，(作)徒步旅行 2. 提高，增加","haɪk","",1
"hinder","v. 阻止，阻碍","ˈhɪndə","",1
"hinge","n. 1. 铰链，枢纽 2. 关键，转折点 v. 装上铰链，用铰链接合 || hinge on; hinge upon①靠铰链转动，附于②随…而定，取决于","hɪndʒ","",1
"historian","n. 历史学家，记事者","hiˈstɒːriәn","",1
"hitherto","adv. 迄今，至此时","hɪðəˈtuː","",1
"hoist","v. &n. 提升，举起","hɔɪst","",1
"homogeneous","adj. 同种类的，同性质的，相似的","ˌhɒməˈdʒiːnɪəs","",1
"hop","v. (人)单脚跳，(鸟、蛙等)跳跃，跳上 n. 1. 跳(跃) 2. (飞机)一次的航程","hɒp","",1
"hose","n. 1. 软管，水龙带 2. 长筒袜，短筒袜，绑腿","həʊz","",1
"hospitality","n. 好客，殷勤的款待","ˌhɒspɪˈtælətɪ","",1
"hostage","n. 人质，抵押品","ˈhɒstɪdʒ","",1
"hound","n. 猎犬，猎狐狗 v. 烦扰，纠缠，追逼","haʊnd","",1
"hover","v. 飞翔，盘旋，徘徊","ˈhɒvə","",1
"huddle","v. 聚在一起，挤作一团 n. 杂乱的一群","ˈhʌdl","",1
"hum","v. 发嗡嗡声，发哼哼声，哼(曲子) n. 嗡嗡声，哼哼声，嘈杂声","hʌm","",1
"humidity","n. 湿度，湿气","hjuːˈmɪdətɪ","",1
"hurl","v. 1. 丢，投，猛掷 2. 发射 3. 推翻，压倒 4. 叫嚷","hɜːl","",1
"hysterical","adj. 歇斯底里的，有癔病的","hɪˈsterɪkəl","",1
"ideology","n. 意识形态，思想意识","ˌaɪdɪˈɒlədʒɪ","",1
"idiot","n. 傻子，白痴，低能的人 idiotic","ˈɪdɪət","",1
"ignite","v. (使)燃烧，点燃","ɪɡˈnaɪt","",1
"illuminate","v. 1. 照明，照射 2. 用灯装饰 3. 阐明，启发","ɪˈljuːmɪneɪt","",1
"illusion","n. 错觉，幻觉，幻想 illusive","ɪˈluːʒən","",1
"imaginative","adj. 富于想像力的，想像的","ɪˈmædʒɪnətɪv","",1
"imitation","n. 1. 模仿，仿效，仿造 2. 仿制品，赝品","ˌɪmɪˈteɪʃən","",1
"immerse","v. 浸入，沉浸于","ɪˈmɜːs","",1
"immune","adj. 有免疫力的，不受影响的，获豁免的  immunity","ɪˈmjuːn","",1
"impair","v. 损害，削弱","ɪmˈpeə","",1
"impart","v. 1. 传授，灌输，给予 2. 告知，通知","ɪmˈpɑːt","",1
"imperative","adj. 1. 急需的，绝对必要的 2. 命令(式)的，祈使的，强制的","ɪmˈperətɪv","",1
"imperial","adj. 王室的，帝国的，帝皇的","ɪmˈpɪərɪəl","",1
"impetus","n. 推动(力)，刺激，促进","ˈɪmpɪtəs","",1
"implicit","adj. 1. 含蓄的，不明确的，不直接表明的 2. 绝对的，无疑问的","ɪmˈplɪsɪt","",1
"impulse","n. 1. 推动(力),驱使 2. 冲动，心血来潮","ˈɪmpʌls","",1
"inaugurate","v. 1. 为…举行就职典礼，使正式就任，为…举行开幕式(落成典礼) 2. 开创，开展","ɪˈnɔːɡjʊreɪt","",1
"incentive","n. 刺激，鼓励，推动力","ɪnˈsentɪv","",1
"incidence","n. 发生率，影响范围","ˈɪnsɪdəns","",1
"incidentally","adv. 1. 顺便提一句 2. 偶然地，不经意地","ˌɪnsɪˈdentəlɪ","",1
"inclusive","adj. 一切包括在内的，包含的","ɪnˈkluːsɪv","",1
"incredible","adj. 1. 难以置信的，不可思议的，精彩的 2. 不能相信的，不可信的","ɪnˈkredəbl","",1
"incur","v. 遭受，蒙受，招致","ɪnˈkɜː","",1
"indicative","adj. 标示的，指示的，陈述的","ɪnˈdɪkətɪv","",1
"indignation","n. 愤怒，愤慨，义愤","ˌɪndɪɡˈneɪʃən","",1
"induce","v. 1. 引诱，诱导，劝 2. 引起，导致","ɪnˈdjuːs","",1
"indulge","v. 1. 纵容，放任 2. 沉迷，沉溺于","ɪnˈdʌldʒ","",1
"inertia","n. 1. 无活力，迟钝，懒惰 2. 惰性，保守，惯性","ɪˈnɜːʃə","",1
"infectious","adj. 传染性的，有感染力的","ɪnˈfekʃəs","",1
"inflict","v. 1. 予以(打击)，使遭受，强加于 2. 施(刑)，处(罚)","ɪnˈflɪkt","",1
"ingenious","adj.  1. 心灵手巧的，精巧的 2. 有创造性的","ɪnˈdʒiːnɪəs","",1
"ingredient","n. 1. (混合物的)组成成分，(烹调的)原料，配料 2. 要素","ɪnˈɡriːdɪənt","",1
"inhibit","v. 抑制，阻碍，约束","ɪnˈhɪbɪt","",1
"initiative","adj. 起始的，初步的，创始的 n. 1. 进取心，首创精神，倡议 2. 主动性，主动权 || on one’s own initiative主动地 /take the initiative采取主动，首先采取行动","ɪˈnɪʃətɪv","",1
"inlet","n. 1. 湾，水湾 2. 入口，进口","ˈɪnlet","",1
"innumerable","adj. 无数的，数不清的","ɪˈnjuːmərəbl","",1
"insane","adj. 疯狂的，精神失常的，荒唐的","ɪnˈseɪn","",1
"inspiration","n. 1. 鼓舞人心的人(物)，激发 2. 灵感，启示，妙计","ˌɪnspəˈreɪʃən","",1
"installment","n. 1. 就职，装设 2. 分期付款","inˈstɒːlmәnt","",1
"instantaneous","adj. 瞬间发生的，立即的，即时的","ˌɪnstənˈteɪnɪəs","",1
"instrumental","adj. 1. 有助的，起作用的 2. 仪器的，用乐器演奏的","ˌɪnstrʊˈmentəl","",1
"insulate","v. 1. 隔离，使孤立 2. 使绝缘，使隔绝(热、声音等)","ˈɪnsjʊleɪt","",1
"intact","adj. 无损伤的，完整的，完好无缺的","ɪnˈtækt","",1
"integral","adj. 不可或缺的，构成整体所必需的，完整的","ˈɪntɪɡrəl","",1
"intellect","n. 智力，思考能力","ˈɪntəlekt","",1
"intelligible","adj. 可理解的，易于明白的","ɪnˈtelɪdʒəbl","",1
"intensify","v. 加强，增强，加剧","ɪnˈtensɪfaɪ","",1
"intercourse","n. 交往，交际，交流","ˈɪntəkɔːs","",1
"interim","adj. 暂时的，临时的，中期的，过渡时期的","ˈɪntərɪm","",1
"intermittent","adj. 断续的，间歇的","ˌɪntəˈmɪtənt","",1
"intersection","n. 1. 横断，交叉，相交 2. 交叉路口，十字路口 3. 交点","ˌɪntəˈsekʃən","",1
"intervene","v. 1. 进入，介入，在其间 2. 干涉，干预","ˌɪntəˈviːn","",1
"intimidate","v. 恫吓，恐吓，威胁","ɪnˈtɪmɪdeɪt","",1
"intrigue","v. 1. 耍阴谋诡计，密谋 2. 激起…的兴趣(好奇心)  n. 密谋，诡计","ɪnˈtriːɡ","",1
"intrinsic","adj. 固有的，内在的，本质的","ɪnˈtrɪnsɪk","",1
"intuition","h·直觉，直观","ˌɪntjuːˈɪʃən","",1
"invaluable","adj. 无价的，非常宝贵的，极贵重的","ɪnˈvæljʊəbl","",1
"invariably","adv. 不变化地，恒定地，始终如一地","inˈvєәriәbli","",1
"inventory","n. (商品的)目录，清单，盘存","ˈɪnvəntərɪ","",1
"invert","v. 倒置，颠倒","ɪnˈvɜːt","",1
"irony","n. 1. 反语(法)，冷嘲，讥讽 2. 有讽刺意味的情况、事情等","ˈaɪərənɪ","",1
"irrespective","adv. 不考虑，不顾及  || irrespective of不顾，不论","ˌɪrɪˈspektɪv","",1
"irritate","v. 1. 激怒，使烦躁 2. 使不舒服，刺激","ˈɪrɪteɪt","",1
"isle","n. 岛","aɪl","",1
"ivory","n. 1. 象牙，牙质 2. 象牙色，乳白色 adj. 象牙制的，象牙色的，乳白色的","ˈaɪvərɪ","",1
"jeopardize","v. 危害，使受危困，使陷危地","ˈdʒepәdaiz","",1
"jerk","n. & v. 猛地摇晃，急拉，急抽","dʒɜːk","",1
"junction","n. 交汇处，回合点","ˈdʒʌŋkʃən","",1
"kidnap","v. 诱拐(小孩等)，绑架","ˈkɪdnæp","",1
"kidney","n. 1. 肾脏  2. 性格，脾气","ˈkɪdnɪ","",1
"lash","v. 1. 鞭打 2. 急速挥动，急速扭动 n. 1. 鞭打 2. 眼睫毛","læʃ","",1
"latent","adj. 潜伏的，隐藏的","ˈleɪtənt","",1
"latitude","n. 纬度，纬线","ˈlætɪtjuːd","",1
"layman","n. 门外汉","ˈleɪmən","",1
"leaflet","n. 1. 小册子 2. 散页印刷品，传单","ˈliːflɪt","",1
"lease","n. 租赁，租约 v. 出租，租得","liːs","",1
"legislation","n. 立法，制定法律","ˌledʒɪsˈleɪʃən","",1
"legitimate","adj. 1. 合法的，法律认可的 2. 合乎逻辑的  v. 使合法","lɪˈdʒɪtɪmɪt","",1
"levy","v. 征收(税等)","ˈlevɪ","",1
"likelihood","n. 可能，可能性","'laɪklɪhʊd","",1
"linger","v. 逗留，徘徊","ˈlɪŋɡə","",1
"literacy","n. 识字，会读会写，有学识","ˈlɪtərəsɪ","",1
"locality","n. 位置，地点，现场","ləʊˈkælətɪ","",1
"lofty","adj. 1. (思想等)崇高的 2. 高耸的 3. 高傲的 loftily，loftiness","ˈlɒftɪ","",1
"longevity","n. 长寿，长命","lɒnˈdʒevətɪ","",1
"lubricate","v. 1. 使润滑，给…上油 2. 起润滑作用","ˈluːbrɪkeɪt","",1
"luminous","adj. 发光的，光亮的","ˈluːmɪnəs","",1
"lunar","adj. 月的，月球的，阴历的","ˈluːnə","",1
"lure","n. 引诱物，诱惑力 v. 引诱，诱惑","ljʊə","",1
"machinery","n. 1. (总称)机器，机械 2. (政府、政党等)机构","məˈʃiːnərɪ","",1
"magistrate","n. 地方法官，治安法庭法官","ˈmædʒistreit","",1
"magnify","v. 1. 放大，扩大 2. 夸大","ˈmæɡnɪfaɪ","",1
"magnitude","n. 1. 巨大，庞大 2. 重要性，重大 3. 大小，量，亮度","ˈmæɡnɪtjuːd","",1
"majesty","n. 1. (cap)陛下(对国王或王后的称呼) 2. 宏伟，庄严","ˈmædʒəstɪ","",1
"mall","n. 购物中心","mɔːl","",1
"maneuver","n. 演习，调遣，策略 v. 调遣，演习，用计","mәˈnuːvә","",1
"manipulate","v. 1. 熟练地使用，巧妙地处理 2. 操纵，摆布","məˈnɪpjʊleɪt","",1
"mansion","n. 1. 大厦 2. 宅第，公馆","ˈmænʃən","",1
"manuscript","n. 手稿，原稿","ˈmænjʊskrɪpt","",1
"marginal","adj. 1. 空白边缘的，栏外的 2. 微小的，少量的，微不足道的 3. 边缘的","ˈmɑːdʒɪnəl","",1
"marsh","n. 沼泽，沼泽地区","mɑːʃ","",1
"marshal","n. 元帅  v. 整理，排列","ˈmɑːʃəl","",1
"masculine","adj. 1. 男性的，有男子气的 2. 阳性的","ˈmæskjʊlɪn","",1
"massacre","n. & v. 大屠杀","ˈmæsəkə","",1
"massive","adj. 1. 巨大的，大而结实的 2. 大量的，大规模的，强大的","ˈmæsɪv","",1
"mediate","v. 调停，斡旋","ˈmiːdɪeɪt","",1
"medieval","adj. 中世纪的","ˌmedɪˈiːvəl","",1
"melody","n. 旋律，曲调，美妙的音乐","ˈmelədɪ","",1
"menace","n. 1. 威胁，危险 2. 讨厌的人(或物)  v. 威胁","ˈmenəs","",1
"metallic","adj. 金属(性)的，金属制的","mɪˈtælɪk","",1
"metropolitan","adj. 大都市的，首都的","ˌmetrəˈpɒlɪtən","",1
"migrant","n. 移民，候鸟","ˈmaɪɡrənt","",1
"migrate","v. (鸟等)定期迁徙，移居，迁移","maɪˈɡreɪt","",1
"militant","adj. 好斗的，富有战斗精神的 n. 好斗的人，富有战斗精神的人","ˈmɪlɪtənt","",1
"mingle","v. 使混合，混入","ˈmɪŋɡl","",1
"miniature","n. 缩样，缩影 adj. 小型的，微小的","ˈmɪnətʃə","",1
"misery","n. 痛苦，悲惨","ˈmɪzərɪ","",1
"misfortune","n. 厄运，不幸","ˌmɪsˈfɔːtʃən","",1
"missionary","n. 传教士","ˈmɪʃənrɪ","",1
"mob","n. 1. 喧嚷的群众 2. 暴民，暴徒","mɒb","",1
"mobilize","v. 动员，调动，使流通","ˈmәubilaiz","",1
"momentum","n. 1. 动力，冲力，势头 2. 动量","məʊˈmentəm","",1
"monetary","adj. 货币的，金钱的，金融的","ˈmʌnɪtərɪ","",1
"monopoly","n. 垄断，独占，专卖(权)","məˈnɒpəlɪ","",1
"monster","n. 1. 怪物，怪兽，庞然大物 2. 凶残的人  adj. 巨大的，像怪物的","ˈmɒnstə","",1
"morality","n. 道德，教训，寓意","məˈrælətɪ","",1
"mortgage","n. 1. 抵押，抵押借款 2. 抵押契据，按揭","ˈmɔːɡɪdʒ","",1
"motel","n. 汽车旅馆","məʊˈtel","",1
"multitude","n. 1. 众多，量 2. 大群(人)，大众","ˈmʌltɪtjuːd","",1
"municipal","adj. 都市的，市政的","mjuːˈnɪsɪpl","",1
"murmur","n. 1. 沙沙声，潺潺声 2. 怨言，咕哝 3. 低语声  v. 1. 低声说 2. 发低沉连续的声音 3. 咕哝，抱怨","ˈmɜːmə","",1
"muscular","adj. 1. 肌肉的 2. 肌肉发达的，强而有力的","ˈmʌskjʊlə","",1
"myth","n. 1. 神话 2. 神话式的人(或物) 3. 虚构的故事，荒诞的说法","mɪθ","",1
"naive","adj. 幼稚的，无知的，天真的","nɑːˈiːv","",1
"napkin","n. 餐巾","ˈnæpkɪn","",1
"narrative","adj. 叙述的，叙事体的 n. 1. 叙述， 记事 2. 叙述手法","ˈnærətɪv","",1
"negligible","adj. 微不足道的，可以忽略的","ˈneɡlɪdʒəbl","",1
"nickel","n. 1. 镍 2. (AmE)五分硬币","ˈnɪkəl","",1
"nickname","n. 绰号，爱称","ˈnɪkneɪm","",1
"nil","n. 无，全无，零","nil","",1
"nominal","adj. 1. 名义上的 2. 极小的，微薄的  3. 名词(性)的","ˈnɒmɪnəl","",1
"nominate","v. 1. 提名 2. 任命 3. 命名","ˈnɒmɪneɪt","",1
"nonetheless","adv. 尽管如此，然而","ˌnʌnðəˈles","",1
"norm","n. 1. 标准，规范，准则 2. (工作量)定额","nɔːm","",1
"notable","adj. 值得注意的，显著的 notably","ˈnəʊtəbl","",1
"notation","n. 1. 记号，标记法 2. 记录","nəʊˈteɪʃən","",1
"notify","v. (正式)通知(某人)，告知","ˈnəʊtɪfaɪ","",1
"notion","n. 1. 概念，观念 2. 想法，见解 3. 打算，意图","ˈnəʊʃən","",1
"notorious","adj. 臭名昭著的，声名狼藉的","nəʊˈtɔːrɪəs","",1
"notwithstanding","adv. &prep. 尽管，还是","ˌnɒtwɪθˈstændɪŋ","",1
"nourish","v. 1. 滋养，养育 2. 怀有(希望，怨恨等)","ˈnʌrɪʃ","",1
"novelty","n. 1. 新颖 2. 新颖的事物  3. 新颖而价廉的小物件","ˈnɒvəltɪ","",1
"nurture","v. 1. 养育，教育 2. 培育，扶植","ˈnɜːtʃə","",1
"oath","n. 1. 誓言 2. 辱骂 || on oath; under oath发誓说真话","əʊθ","",1
"obedient","adj. 顺从的，顺从的，听话的","əˈbiːdɪənt","",1
"obligation","n. 责任，义务","ˌɒblɪˈɡeɪʃən","",1
"obscene","adj. 猥亵的，淫乱的","əbˈsiːn","",1
"obscure","adj. 1. 模糊的，不清楚的 2. 费解的 3. 不出名 v. 使朦胧，遮掩，使难理解","əbˈskjʊə","",1
"odor","n. 1. 气味，香味 2. 名声 3. 意味","ˈәudә","",1
"offense","n. 1. 犯罪 2 冒犯，伤感情 3. 攻击","әˈfens","",1
"offensive","adj. 1. 冒犯的 2. 进攻性的 3. 极讨厌的","əˈfensɪv","",1
"offset","v. 补偿，抵消 n. 1. 分支，旁支 2. 补偿，抵消","ˈɒfset","",1
"offspring","n. 1. 子孙，后代 2. 结果，产物","ˈɒfsprɪŋ","",1
"olive","n. 1. 橄榄 2. 橄榄绿","ˈɒlɪv","",1
"opaque","adj. 不透明的，意义不明确，晦涩的","əʊˈpeɪk","",1
"optimism","n. 乐观，乐观主义","ˈɒptɪmɪzəm","",1
"optimum","adj. 最适宜的，最佳的","ˈɒptɪməm","",1
"orient","v. 1. 使适应 2. 确定位置","ˈɔːrɪent","",1
"orientation","n. 1. 倾向性 2. 确定方位(方向)，熟悉，适应","ˌɔːriənˈteɪʃən","",1
"originate","v. 发源，创始，开始","əˈrɪdʒɪneɪt","",1
"orthodox","adj. 正统的，传统的","ˈɔːθədɒks","",1
"outbreak","n. (指坏事)突然发生，爆发","ˈaʊtbreɪk","",1
"outfit","n. 1. 全套设 备或用具 2. 全套衣装 v. 为…提供设备","ˈaʊtfɪt","",1
"outrage","n. 1. 暴行，残暴 2. (暴行激起的)义愤  v. 1. 激起…的义愤 2. 违背","ˈaʊtreɪdʒ","",1
"overflow","v. (使)溢出，(使)泛滥，涌出","ˌəʊvəˈfləʊ","",1
"overhear","v. 1. 无意中听到，偶然听到 2. 偷听，窃听","ˌəʊvəˈhɪə","",1
"overlap","v. 部分重叠，交搭  n. 重叠(部分)","ˌəʊvəˈlæp","",1
"overpass","n. 天桥，立交桥 v. 超越，胜过","ˈәuvәpɑːs","",1
"overt","adj. 公开的，明显的","ˈəʊvɜːt","",1
"overthrow","v. &n. 推倒，颠覆","ˌəʊvəˈθrəʊ","",1
"overturn","v. 1. 翻倒，打翻 2. 推翻，颠覆","ˌəʊvəˈtɜːn","",1
"overwhelm","v. 1. 战胜，压倒，克服 2. (指感情)压倒，控制","ˌəʊvəˈwelm","",1
"overwhelming","adj. 压倒一切的，无法抗拒的","ˌəʊvəˈwelmɪŋ","",1
"oxide","n. 氧化物","ˈɒksaɪd","",1
"ozone","n. 臭氧","ˈəʊzəʊn","",1
"pact","n. 契约，公约，条约","pækt","",1
"pamphlet","n. 小册子","ˌpænəˈsɪə","",1
"paperback","n. 平装本，纸面本","ˈpeipәbæk","",1
"paradox","n. 自相矛盾的事物(思想、言论等)","ˈpærədɒks","",1
"paralyze","vt. 瘫痪，使麻痹","ˈpærәlaiz","",1
"parasite","n. 1. 寄生虫，寄生植物 2. 食客，靠他人供养的人","ˈpærəsaɪt","",1
"participant","n. 参与者，参加者","pɑːˈtɪsɪpənt","",1
"partition","v. 1. 分裂，分割 2. 分隔，隔开 n. 1. 分割，隔开","pɑːˈtɪʃən","",1
"pastry","n. 糕点，酥皮点心","ˈpeɪstrɪ","",1
"pasture","n. 牧场，牧草，放牧","ˈpɑːstʃə","",1
"pathetic","adj. 1. 招人怜悯的，悲惨的 2. 感伤的，感情(上)的 3. 令人生厌的","pəˈθetɪk","",1
"patriot","n. 爱国者，爱国主义者","ˈpætrɪət","",1
"patriotic","adj. 爱国的，有爱国热忱的","ˌpætrɪˈɒtɪk","",1
"patrol","n. 1. 巡逻 2. 巡逻队，巡逻兵 v. 巡逻，巡查","pəˈtrəʊl","",1
"patron","n. 1. 赞助人，资助人 2. 老顾客，主顾","ˈpeɪtrən","",1
"pedal","n. 踏板  v. 踩踏板，骑(车)","ˈpedəl","",1
"peg","n. 木栓，楔子，桩钉","peɡ","",1
"penalty","n. 惩罚，刑罚，罚款","ˈpenəltɪ","",1
"pendulum","n. 1. 摆，钟摆 2. 摇摆不定的事态","ˈpendjʊləm","",1
"penguin","n. 企鹅","ˈpeŋɡwɪn","",1
"perception","n. 1. 感觉，知觉 2. 观念，看法 3. 洞察力，理解力","pəˈsepʃən","",1
"perfection","n. 1. 尽善尽美 2. 完美的典型","pəˈfekʃən","",1
"periodic","adj. 周期的，定期的","ˌpɪərɪˈɒdɪk","",1
"periodical","adj. 定期的，周期的 n. 期刊，杂志","ˌpɪərɪˈɒdɪkəl","",1
"perish","v. (使)枯萎，(使)腐烂，夭折","ˈperɪʃ","",1
"permeate","v. 1. 渗入，透过 2. 弥漫，充满","ˈpɜːmɪeɪt","",1
"permissible","adj. 容许的，可准许的","pəˈmɪsəbl","",1
"perpetual","adj. 1. 永远的，永恒的，不断的 2. 四季开花的","pəˈpetʃʊəl","",1
"perplex","v. 1. 使困惑，难住 2. 使复杂化","pəˈpleks","",1
"persuasion","n. 1. 说服，劝服，说服力 2. 信念，信仰","pəˈsweɪʒən","",1
"petition","n. 1. 请愿 2. 请愿书，. 向…请愿(祈求)","pəˈtɪʃən","",1
"petty","adj. 1. 不重要的，次要的 2. 偏狭的，气量小的 3. 微小的，小规模的","ˈpetɪ","",1
"physiological","adj. 生理学的，生理的，生理机能的","‚fɪzɪə'lɒdʒɪkl","",1
"pilgrim","n. 朝圣者，香客","ˈpɪlɡrɪm","",1
"pirate","n. 1. 海盗，海盗船 2. 盗版者，非法复制者 3. 无执照广播者","ˈpaɪərət","",1
"plague","n. 瘟疫，祸患","pleɪɡ","",1
"plausible","adj. 1. (声明、争论等)似乎正确的 2. 能说会道的","ˈplɔːzəbl","",1
"plea","n. 1. 恳求，请求  2. (法庭上)辩解","pliː","",1
"plead","v. 1. 恳求，祈求 2. (法庭上)辩护 3. 以…为理由(或借口)","pliːd","",1
"pledge","n. 1. 誓言，誓约 2. 保证物，信物 v. 1. 保证 2. 抵押","pledʒ","",1
"poke","v. 1. 伸出 2. 刺，戳，捅，触 n. 刺，触","pəʊk","",1
"polar","adj. 1. 南极的，北极的，近极地的 2. 正好相反的 || polar bear北极熊","ˈpəʊlə","",1
"ponder","v. 仔细考虑，沉思","ˈpɒndə","",1
"pope","n. 教皇","pəʊp","",1
"portray","v. 1. 描绘，描写 2. 扮演","pɔːˈtreɪ","",1
"pose","v. 1. 摆姿势 2. 装腔作势 3. 提出(问题) || pose as假装，摆出…的样子","pəʊz","",1
"practicable","adj. 1. 行得通的，可以实施的  2. 可通行的","ˈpræktɪkəbl","",1
"preach","v. 1. 讲道，布道 2. 说教，宣扬","priːtʃ","",1
"precede","v. 先于…，位于…之前","prɪˈsiːd","",1
"precedent","n. 1. (过去的)惯例 2. 先例，前例","ˈpresɪdənt","",1
"preclude","v. 阻止，排除","prɪˈkluːd","",1
"predecessor","n. 1. 前任者 2. 被取代的事物","ˈpriːdɪsesə","",1
"predominant","adj. 占优势的，占主导地位的，最显著的","prɪˈdɒmɪnənt","",1
"premature","adj. 1. 过早的，提前的 2. 不成熟的，早熟的 3. 仓促的","ˈpremətjʊə","",1
"premise","n. 1. 前提 2. (pl)房屋(及其附属建筑、基地等)","ˈpremɪs","",1
