word,meaning,phonetic,example,hit
"promote","v.促进,推动,促销,晋升","prәu'mәut","",1
"recover","vi. 痊愈；恢复","ri'kʌvә","",1
"regular","adj. 规则的，经常","'regjulә","",1
"rigid","adj. 死板的,僵硬的,固执的","'ridʒid","",1
"struggle","vi. 斗争","'strʌgl","",1
"yell","v. 叫喊，吼叫","jel","",1
"announce","vt. 宣布，宣告","ә'nauns","",1
"assist","v. 帮助，协助","ә'sist","",1
"assumption","n. 假定，假设","ә'sʌmpʃәn","",1
"bitter","adj. 有苦味的；痛苦的，难过的；严酷的","'bitә","",1
"characteristic","adj. 典型的，独特的",".kærәktә'ristik","",1
"consequence","n. 结果，后果","'kɒnsikwәns","",1
"declare","vt. 声明；断言","di'klєә","",1
"distribute","v. 分发，分配","di'stribju:t","",1
"editor","n. 编辑","'editә","",1
"fare","n.（车或船的）费用，票（价）","fєә","",1
"force","vt. 强迫，迫使","fɒ:s","",1
"gain","vt. 赢得；挣得","gein","",1
"identification","n. 鉴定，辨别","ai.dentifi'keiʃәn","",1
"spade","n. 铲子;纸牌中的黑桃","speid","",1
"swap","v. 交换（东西）","swɒp","",1
"zone","n. 区域；范围","zәun","",1
"attribute","归因于","ә'tribju:t","",1
"absolute","adj. 完全，全部，绝对的","'æbsәlu:t","",1
"according","adv. 按照，根据","ә'kɒ:diŋ","",1
"allocate","v. 拨给,划归,分配…给","'ælәukeit","",1
"campaign","n. 运动，战役","kæm'pein","",1
"candidate","n. 候选人，申请人","'kændideit","",1
"certificate","n. 证明，证明书","sә'tifikeit","",1
"construction","n.建造,建设,建筑物","kәn'strʌkʃәn","",1
"dimension","n.量度，尺寸，面积，程度，范围","dai'menʃәn","",1
"distinguish","v. 区分，辨别，分清","dis'tiŋgwiʃ","",1
"easily","adv. 容易地","'i:zili","",1
"familiar","adj. 熟悉的","fә'miljә","",1
"forward","ad.将来.今后.向前，前进","'fɒ:wәd","",1
"minimum","a.最小的","'minimәm","",1
"passive","adj. 被动的","'pæsiv","",1
"porter","n. （火车站或旅馆处的）搬运工","'pɒ:tә","",1
"protection","n. 保护","prә'tekʃәn","",1
"relative","n. 亲属，亲戚","'relәtiv","",1
"roll","v. 滚动, 打滚 n. 面包圈，小圆面包；卷状物","rәul","",1
"roller","n. 滚筒； 辊","'rәulә","",1
"shame","n. 遗憾的事；羞愧","ʃeim","",1
"shave","v. 刮（脸，胡子）","ʃeiv","",1
"superior","adj. 更胜一筹的 n. 上级，上司","sju:'piәriә","",1
"tend","v. 往往会，常常就，倾向，趋于","tend","",1
"website","n. 网络","","",1
"weakness","n. 软弱","'wi:knis","",1
"acid","adj. 酸的","'æsid","",1
"acre","n. 英亩","'eikә","",1
"advance","v. 推进，促进；前进","әd'vɑ:ns","",1
"ant","n. 蚂蚁","ænt","",1
"atom","n. 原子，微粒","'ætәm","",1
"balance","n. 平衡","'bælәns","",1
"bc","n. 公元前","","",1
"competitor","n. 竞赛者，比赛者","kәm'petitә","",1
"degree","n. 程度；度数；学位","di'gri:","",1
"division","n. （算术用语）除","di'viʒәn","",1
"earn","vt. 挣得，赚得","ә:n","",1
"fitting","试衣间","'fitiŋ","",1
"fragile","a.易碎的，易损的","'frædʒail","",1
"instrument","n. 乐器;工具,器械","'instrumәnt","",1
"overhead","a.在头顶上;架空的","'әuvәhed","",1
"profit","n. 利润，收益","'prɒfit","",1
"reality","n. 现实","ri'æliti","",1
"reasonable","adj. 合乎情理的","'ri:znәbl","",1
"regards","n. 问候，致意","ri'gɑ:d","",1
"scene","n. （戏剧、电影等的）一场，场景，布景","si:n","",1
"schedule","n. 工作计划，日程安排v. 安排时间，预定","'skedʒuәl","",1
"slight","adj. 轻微的，细小的","slait","",1
"suite","n. 套间；组曲","swi:t","",1
"warmth","n. 暖和，温暖","wɒ:mθ","",1
"accelerate","v.（使）加速，加快","әk'selәreit","",1
"appreciate","v. 欣赏； 感激","ә'pri:ʃieit","",1
"basis","n. 原因，缘由，要素","'beisis","",1
"beauty","n. 美丽，美人","'bju:ti","",1
"belong","vi. 属，附属","bi'lɒŋ","",1
"boil","v. 沸腾；烧开；煮……","bɒil","",1
"bone","n. 骨头，骨质（复数bones骨骼；骨骸）","bәun","",1
"bow","v.& n. 鞠躬，弯腰行礼","bәu.bau","",1
"broad","adj. 宽的，宽大的","brɒ:d","",1
"circumstance","n.条件,环境,状况","'sә:kәmstәns","",1
"delay","v.& n. 拖延，延误，延迟，延期；耽搁","di'lei","",1
"destination","n.目的地，终点",".desti'neiʃәn","",1
"dvd","数码影碟(digital versatile disk)","","",1
"electronic","adj. 电子的",".ilek'trɒnik","",1
"extra","adj. 额外的，外加的","'ekstrә","",1
"flat","adj. 平的 n. 楼中一套房间； 公寓(常用复数)","flæt","",1
"forecast","n. & vt. 预告","'fɒ:kɑ:st","",1
"govern","v. 统治；管理","'gʌvәn","",1
"influence","n.& v. 影响","'influәns","",1
"insert","vt. 插入","in'sә:t","",1
"instant","adj. 瞬间；刹那","'instәnt","",1
"intention","n. 打算,计划,意图","in'tenʃәn","",1
"mix","v. 混合，搅拌","miks","",1
"overcome","v. 克服，解决",".әuvә'kʌm","",1
"prohibit","v. 禁止","prә'hibit","",1
"prove","vt. 证明","pru:v","",1
"senior","adj. 年长的,资深的,高年级的 n. 上级，长辈，高年级生","'si:njә","",1
"solid","adj. 结实的,固体的 n.固体","'sɒlid","",1
"string","n. 细绳，线，带","striŋ","",1
"subjective","adj. 主观的","sәb'dʒektiv","",1
"wash","n.洗(涤)冲洗,洗剂,泼溅,洗的衣服 v.洗(涤),冲洗,流过,弄湿","wɒʃ","",1
"wax","n. 蜡","wæks","",1
"zoom","v. 快速移动，迅速前往，猛涨","zu:m","",1
"anticipate","预期","æn'tisipeit","",1
"accessible","adj. 可到达的，可接受的，易相处的）","әk'sesәbl","",1
"adjustment","n. 调整，适应","ә'dʒʌstmәnt","",1
"adopt","v. 收养，领养","ә'dɒpt","",1
"aid","n. 援助；救护；辅助器具","eid","",1
"aids","n. 艾滋病","eidz","",1
"announcement","n. 通告，通知","ә'naunsmәnt","",1
"arithmetic","n. 算术","ә'riθmәtik","",1
"being","n. 物；生物；人","'bi:iŋ","",1
"clap","vi. 拍手；鼓掌","klæp","",1
"clay","n. 黏土，陶土","klei","",1
"correction","n. 改正","kә'rekʃәn","",1
"deadline","n.最后期限，截止日期","'dedlain","",1
"exit","n. 出口，太平门","'eksit","",1
"fault","n. 缺点，毛病","fɒ:lt","",1
"finance","n.资金，财政，财务","fai'næns","",1
"frontier","n. 前沿 ，边界；前线","'frʌntjә","",1
"grasp","v. 抓住；紧握","græsp","",1
"guarantee","v. 保证，担保",".gærәn'ti:","",1
"length","n. 长，长度，段，节","leŋθ","",1
"mental","adj. 精神的；脑力的","'mentl","",1
"mentally","adv. 精神上；智力上","'mentli","",1
"messy","adj. 乱七八糟的","'mesi","",1
"observe","v. 观察，监视，观测","әb'zә:v","",1
"personnel","n. 全体人员，职员",".pә:sә'nel","",1
"pole","n. 杆，电线杆；","pәul","",1
"respect","vt.& n. 尊敬，尊重","ri'spekt","",1
"reward","n. 奖赏","ri'wɒ:d","",1
"seek","vt.试图;探寻","si:k","",1
"separation","n. 分离，隔离",".sepә'reiʃәn","",1
"shadow","n. 影子, 阴影","'ʃædәu","",1
"smog","n. 烟雾(= smoke + fog)","smәug","",1
"smooth","adj. 光滑的;平坦的","smu:ð","",1
"tap","n. (自来水煤气等的)龙头","'tæp","",1
"ugly","adj. 丑陋的；难看的","'ʌgli","",1
"wire","n. 电线","'waiә","",1
"accumulate","v. 积累，积聚","ә'kju:mjuleit","",1
"actor","n. 男演员","'æktә","",1
"approximately","ad.近似，大约","ә'prɒksimәtli","",1
"assistance","n. 帮助，援助，支持","ә'sistәns","",1
"average","a.平均；普通的 n.平均数","'ævәridʒ","",1
"classic","adj. 一流的，典型的，有代表性的","'klæsik","",1
"classical","adj. 传统的；古典的","'klæsikl","",1
"consensus","n. 一致的意见，共识","kәn'sensәs","",1
"cube","n. 立方体","kju:b","",1
"drawback","n.缺点，不利条件","'drɒ:bæk","",1
"expectation","n. 预料；期望",".ekspek'teiʃәn","",1
"extreme","adj. 极其的，非常的","ik'stri:m","",1
"extremely","adv. 极其，非常","ik'stri:mli","",1
"fluency","n.（外语）流利，流畅","'flu:әnsi","",1
"glue","n. 胶水","glu:","",1
"mm","n. 毫米","","",1
"negotiate","v.谈判，协商","ni'gәuʃieit","",1
"origin","n. 起源，由来","'ɒridʒin","",1
"overlook","v. 忽略,不予理会",".әuvә'luk","",1
"pace","n. 步子；节奏","peis","",1
"permanent","adj. 永久的，永恒的","'pә:mәnәnt","",1
"plain","adj. 家常的； 普通的","plein","",1
"preparation","n. 准备",".prepә'reiʃәn","",1
"rare","adj. 罕见的，稀有的","rєә","",1
"refresh","v. 使恢复精力，提醒","ri'freʃ","",1
"reuse","vt. 重新使用；循环使用","ri:'ju:z","",1
"revision","n. 复习，温习","ri'viʒәn","",1
"slim","adj. 苗条的，纤细的","slim","",1
"slip","n. 片，条，纸片，纸条","slip","",1
"sort","v&t. 把…分类，拣选 n. 种类，类别","sɒ:t","",1
"surround","vt. 围绕；包围","sә'raund","",1
"surrounding","adj. 周围的","sә'raundiŋ","",1
"theory","n. 理论","'θiәri","",1
"absence","n. 不在，缺席","'æbsәns","",1
"ambition","n.目标,野心,雄心,抱负","æm'biʃәn","",1
"appreciation","n. 欣赏,鉴定,评估","ә.pri:ʃi'eiʃәn","",1
"attach","v. 把…固定，重视","ә'tætʃ","",1
"authority","n.权力,权威,威信,官方","ɒ:'θɒriti","",1
"bride","n. 新娘","braid","",1
"colleague","n. 同事","'kɒli:g","",1
"commitment","n. 承诺,允诺,承担","kә'mitmәnt","",1
"consult","v. 咨询，商量","kәn'sʌlt","",1
"consultant","n. 顾问","kәn'sʌltәnt","",1
"consume","v. 消耗，耗费（燃料，能量，时间等）","kәn'sju:m","",1
"conventional","adj. 依照惯例的，习惯的","kәn'venʃәnl","",1
"corporation","n. （大）公司",".kɒ:pә'reiʃәn","",1
"criterion","n. 标准，准则，原则","krai'tiәriәn","",1
"determination","n. 决心","di.tә:mi'neiʃәn","",1
"dilemma","n. （进退两难的）窘境，困境","di'lemә","",1
"fade","vi. 褪色，（颜色）消退","feid","",1
"fuel","n. 燃料","'fjuәl","",1
"god","n. 神，（大写）上帝","^ɔd","",1
"incident","n. 事件","'insidәnt","",1
"invitation","n. 邀请，请帖",".invi'teiʃәn","",1
"medical","adj. 医学的，医疗的","'medikl","",1
"obvious","adj. 显然","'ɒbviәs","",1
"sauce","n. 酱汁； 调味汁","sɒ:s","",1
"self","n. 自己，自我，自身","self","",1
"silent","adj. 无声的，无对话的","'sailәnt","",1
"sincerely","adv. 真诚地","sin'siәli","",1
"strait","n. 海峡","streit","",1
"stress","n. 精神压力，心理负担 v. 强调，重读","stres","",1
"symptom","n. 症状","'simptәm","",1
"unable","a.不能的，不能胜任的","ʌn'eibl","",1
"uniform","n. 制服","'ju:nifɒ:m","",1
"vehicle","n. 交通工具，车辆","'vi:ikl","",1
"vocabulary","n. 词汇, 词汇表","vә'kæbjulәri","",1
"wild","adj. 未开发的，荒凉的；野生的，野的 wildlife /ˈwaɪldlaɪf/ n. 野生动物","waild","",1
"wise","adj. 聪明,英明的,有见识的","waiz","",1
"ahead","adv. 在前，向前","ә'hed","",1
"alley","n. 小巷，胡同","'æli","",1
"angle","n. 角度","'æŋgl","",1
"apart","ad,&a. 相隔，相距，除外","ә'pɑ:t","",1
"approve","v.赞成,同意,批准,通过","ә'pru:v","",1
"argue","vi. 争辩， 争论","'ɑ:gju","",1
"attitude","n. 态度，看法","'ætitju:d","",1
"backward","adv. 向后","'bækwәd","",1
"bench","n. 长凳；工作台","bentʃ","",1
"bend","vt. 使弯曲","bend","",1
"bent","adj. 弯的","bent","",1
"bomb","n. 炸弹 v. 轰炸","bɒm","",1
"breath","n. 气息；呼吸","breθ","",1
"brilliant","adj. 巧妙的，使人印象深刻的，技艺高的","'briljәnt","",1
"calm","adj. 镇静,沉着的 v.镇静沉着","kɑ:m","",1
"chaos","n. 混乱，杂乱，紊乱","'keiɒs","",1
"concentrate","v. 聚精会神","'kɒnsәntreit","",1
"confuse","v. 使迷惑，混淆","kәn'fju:z","",1
"contemporary","a.属同时期的，同一时代的","kәn'tempәrәri","",1
"cosy","a.暖和舒适的,亲密无间的","","",1
"decade","n. 十年期","'dekeid","",1
"department","n. 部门；（机关的）司，处；（大学的）系","di'pɑ:tmәnt","",1
"disabled","adj. 残废的，残疾的","dis'eibld","",1
"ease","v. 减轻；缓解（难度或严重程度）","i:z","",1
"fluent","adj. （外语）流利的，流畅","'flu:әnt","",1
"garbage","n. 垃圾","'gɑ:bidʒ","",1
"harmful","a.有害的；致伤的","'hɑ:mful","",1
"ignore","v. 忽视，对…不理会","ig'nɒ:","",1
"interrupt","v. 打扰，打断",".intә'rʌpt","",1
"jog","v. 慢跑","dʒɒg","",1
"lost","失物招领处","lɒst","",1
"ox","n. 牛；公牛","ɒks","",1
"parcel","n. 包裹","'pɑ:sl","",1
"plug","n. 塞子 vt.（用塞子）把…塞住","plʌg","",1
"poster","n. (贴在公共场所的大型)招贴；广告(画)","'pәustә","",1
"privilege","特权，特殊待遇","'privilidʒ","",1
"purchase","v. 购买，采购","'pә:tʃәs","",1
"recipe","n. 烹饪法，食谱","'resipi","",1
"rectangle","n. & a.长方形,长方形的","'rektæŋgl","",1
"repairs","n. 修理工作","ri'pєә","",1
"seed","n. 种子","si:d","",1
"shoulder","n. 肩膀,(道路的)路肩","'ʃәuldә","",1
"socket","n. （电源）插座","'sɒkit","",1
"soul","n. 灵魂；心灵；气魄","sәul","",1
"strengthen","vt. 加强，增强","'streŋθәn","",1
"suffer","vi. 受苦，遭受","'sʌfә","",1
"suffering","n. 痛苦，苦难","'sʌfәriŋ","",1
"survive","v.生存，存活，幸免于难","sә'vaiv","",1
"tram","n. 有轨电车","træm","",1
"tyre","n. 轮胎","'taiә","",1
"undo","v. 解开，松开",".ʌn'du:","",1
"upper","adj. 较高的，较上的","'ʌpә","",1
"vertical","adj. 垂直的，纵向的","'vә:tikl","",1
"vice","n. 罪行，不道德行为","vais","",1
"widespread","a.分布广的,普遍的","'waidspred","",1
"dramatic","戏剧性的；显著的","drә'mætik","",1
"absorb","v. 吸收，使全神贯注","әb'sɒ:b","",1
"acquisition","n. 获得，得到",".ækwi'ziʃәn","",1
"admit","vt. 承认，准许（入场，入学，入会）","әd'mit","",1
"advocate","v. 拥护，支持，提倡","'ædvәkeit","",1
"aggressive","adj. 侵略的；咄咄逼人","ә'gresiv","",1
"anger","n. 怒，愤怒","'æŋgә","",1
"anxiety","n. 担忧，焦虑","æŋ'zaiәti","",1
"appearance","n. 出现，露面；容貌","ә'piәrәns","",1
"apron","n. （机场的）停机坪","'eiprәn","",1
"architect","n. 建筑师，设计师","'ɑ:kitekt","",1
"arrangement","n. 安排，布置","ә'reindʒmәnt","",1
"associate","v. 联想，联系","ә'sәuʃieit","",1
"attain","v.（经过努力）获得,得到","ә'tein","",1
"awesome","a.令人惊叹,很困难的","'ɒ:sәm","",1
"bare","adj. 裸露的，光秃秃的","bєә","",1
"battery","n. 电池","'bætәri","",1
"burden","n. （义务，责任的）重担，负担","'bә:dn","",1
"casual","adj. 漫不经心的，不经意的，非正式的","'kæʒjuәl","",1
"cater","v. 提供饮食，承办酒席","'keitә","",1
"coach","n. 教练；马车；长途车","kәutʃ","",1
"compass","n. 罗盘，指南针","'kʌmpәs","",1
"comprehension","n. 理解",".kɒmpri'henʃәn","",1
"contradictory","a.相互矛盾,对立的",".kɒntrә'diktәri","",1
"convenient","adj. 便利的，方便的","kәn'vi:njәnt","",1
"curious","adj. 好奇的；奇异的","'kjuәriәs","",1
"expense","n. 消费； 支出","ik'spens","",1
"fair","adj. 公平的，合理的 a. (肤色)白皙的； （人）白肤金发的 n. 集市；庙会；展览会","fєә","",1
"fairly","adv. 公正地，正当地；相当（程度）地","'fєәli","",1
"fortunate","adj. 幸运的； 侥幸的","'fɒ:tʃәnit","",1
"furnished","adj. 配备了家具的","'fә:niʃ","",1
"gale","n. 强风（约每小时60英里）","geil","",1
"gallery","n. 画廊；美术品陈列室","'gælәri","",1
"gas","n. 煤气","gæs","",1
"gay","adj. （男）同性恋的；快活的，愉快的","gei","",1
"headline","n. （报刊的）大字标题","'hedlain","",1
"inspire","vt. 鼓舞； 激励","in'spaiә","",1
"iron","n. 铁，熨斗 vt. 熨烫","'aiәn","",1
"lorry","n.（英）运货汽车，卡车","'lɒri","",1
"majority","n. 大多数","mә'dʒɒriti","",1
"mask","n. 口罩；面罩(具)；遮盖物 v. 戴面具；掩饰；伪装","mæsk","",1
"misunderstand","v. 误会；不理解",".misʌndә'stænd","",1
"owe","vt. 欠（债等）","әu","",1
"paris","n. 巴黎","'pæris","",1
"percentage","n. 百分率","pә'sentidʒ","",1
"plot","v.&n. 故事情节，密谋","plɒt","",1
"possession","n. 所有，拥有；财产，所有物","pә'zeʃәn","",1
"puzzle","n. 难题,（字、画）谜","'pʌzl","",1
"puzzled","adj. 迷惑的，困惑的","","",1
"quake","n.& v. 震动，颤抖","kweik","",1
"reporter","n. 记者，新闻通讯员","ri'pɒ:tә","",1
"shade","n. 阴凉处，树荫处","ʃeid","",1
"speaker","n. 演讲人，演说家","'spi:kә","",1
"spend","v. 度过；花费（钱、时间等）","spend","",1
"spin","v.& n. 纺，（使）快速旋转；旋转，旋转运动","spin","",1
"spray","n.&v. 水雾,喷雾(器)喷洒","sprei","",1
"spread","v. 延伸； 展开","spred","",1
"substitute","v. 代替，取代","'sʌbstitju:t","",1
"tin","n. （英）罐头，听头","tin","",1
"toast","v&n. 烤","tәust","",1
"translator","n. 翻译家，译者","træn'leitә","",1
"treatment","n. 治疗,疗法","'tri:tmәnt","",1
"tutor","n. 家庭教师，私人教师，导师","'tju:tә","",1
"uncertain","a.不确定的",".ʌn'sә:tn","",1
"unsuccessful","adj. 不成功,失败的",".ʌnsәk'sesful","",1
"vague","adj. 含糊的，紧迫的","veig","",1
"vest","n. 背心，内衣","vest","",1
"wisdom","n. 智慧","'wizdәm","",1
"workforce","n. 劳动力","","",1
"barely","仅仅；几乎不","'bєәli","",1
"comprise","包含","kәm'praiz","",1
"conscious","有意识的","'kɒnʃәs","",1
"considerable","相当大的","kәn'sidәrәbl","",1
"constitute","构成","kәn'stitjut","",1
"dedicate","致力于","'dedikeit","",1
"derive","源自","di'raiv","",1
"dominate","主导","'dɒmineit","",1
"absent","adj. 缺席，不在","'æbsәnt","",1
"accommodation","n.住宿，膳宿","ә.kɒmә'deiʃәn","",1
"accompany","v. 陪同，陪伴，与…同时发生","ә'kʌmpәni","",1
"achievement","n. 成就,成绩,功绩","ә'tʃi:vmәnt","",1
"acquire","v. 获得，得到","ә'kwaiә","",1
"advise","vt. 忠告，劝告，建议","әd'vaiz","",1
"arrange","v. 安排，布置","ә'reindʒ","",1
"atmosphere","n. 大气；气氛","'ætmәsfiә","",1
"beam","n. 平衡木","bi:m","",1
"bingo","n. 宾戈游戏","'biŋgәu","",1
"bleed","vi. 出血，流血","bli:d","",1
"bless","vt. 保佑，降福","bles","",1
"booth","n.岗；（为某种用途而设的）亭或小隔间","bu:θ","",1
"cab","n. （美）出租车","kæb","",1
"canal","n. 运河；水道","kә'næl","",1
"cheek","n. 面颊，脸蛋","tʃi:k","",1
"chef","n. 厨师长，主厨","ʃef","",1
"chest","n. 箱子；盒子；胸部","tʃest","",1
"chew","vt. 咀嚼","tʃu:","",1
"compromise","v. 妥协,折中,让步","'kɒmprәmaiz","",1
"conference","n. (正式的)会议；讨论","'kɒnfәrәns","",1
"counter","n. 柜台，结账处","'kauntә","",1
"court","n. 法庭；法院","kɒ:t","",1
"currency","n. 货币；现金","'kʌrәnsi","",1
"curriculum","n.（学校的）全部课程","kә'rikjulәm","",1
"decline","v. 减少,下降,衰退,谢绝","di'klain","",1
"distant","adj. 远的，遥远的","'distәnt","",1
"distinction","n.差别,区别,优秀,卓越","dis'tiŋkʃәn","",1
"doubt","n.& v. 怀疑，疑惑","daut","",1
"drum","n. 鼓","drʌm","",1
"elect","vt. （投票）选举","i'lekt","",1
"elegant","a.文雅的,漂亮的,精美的","'eligәnt","",1
"e","verybody pron. 每人，人人","i:","",1
"evident","a.清楚的，显而易见的","'evidәnt","",1
"explode","v. （使）爆炸","ik'splәud","",1
"firm","n.公司;企业 a.坚固的,坚定的","fә:m","",1
"firmly","adv. 牢牢地","'fә:mli","",1
"foresee","(foresaw, foreseen) vt.预见.预知","fɒ:'si:","",1
"globe","n. 地球仪,地球","glәub","",1
"golden","adj. 金(黄)色的","'gәuldn","",1
"harmony","n. 融洽，和睦","'hɑ:mәni","",1
"hunt","vt. 寻找；狩猎，猎取","hʌnt","",1
"hunter","n. 猎人","'hʌntә","",1
"institution","n. (慈善、宗教等性质的)公共机构； 学校",".insti'tju:ʃәn","",1
"justice","n. 正义；公正；司法","'dʒʌstis","",1
"leak","vi. 漏； 渗","li:k","",1
"literary","adj. 文学的","'litәrәri","",1
"moral","a.道德的 n.寓意,道德启示","'mɒrәl","",1
"motivation","n. （做事的）动机",".mәuti'veiʃәn","",1
"navy","n. 海军","'neivi","",1
"opposite","n. 相反，","'ɒpәzit","",1
"reading","n. 阅读；朗读","'ri:diŋ","",1
"relate","vi. 有关； 涉及","ri'leit","",1
"settle","vi. 安家，定居","'setl","",1
"settler","n. 移居者，开拓者","'setlә","",1
"significance","n. 重要性，意义","sig'nifikәns","",1
"statistics","n. 统计数字，统计资料，统计学","stә'tistiks","",1
"suck","vt. 吸吮","sʌk","",1
"symbol","n. 象征","'simbl","",1
"talent","n. 天才，天赋","'tælәnt","",1
"tank","n. 储水容量；坦克","tæŋk","",1
"theoretical","adj. 理论的","θiә'retikәl","",1
"tight","adj. 紧的","tait","",1
"tiny","adj. tinier, tiniest a. 极小的，微小的","'taini","",1
"trial","n. 审判；试验；试用","'traiәl","",1
"tune","n. 曲调，曲子","tju:n","",1
"undertake","v. 承担，从事，负责",".ʌndә'teik","",1
"violate","v. 违反（法律、协议等），侵犯","'vaiәleit","",1
"assure","保证","ә'ʃuә","",1
"cease","停止","si:s","",1
"abuse","v.（酗酒）滥用,虐待,恶语","ә'bju:s.ә'bju:z","",1
"academy","n.专科学院,（美）私立学校","ә'kædәmi","",1
"accuse","v. 正确无误的,精确的","ә'kju:z","",1
"ache","vi.& n. 痛，疼痛","eik","",1
"addicted","adj. 上瘾，成瘾，入迷","ә'diktid","",1
"adequate","adj. 合适的，合乎需要的","'ædikwәt","",1
"administration","n.管理,行政部门","әd.mini'streiʃәn","",1
"admire","v. 钦佩；羡慕","әd'maiә","",1
"alarm","n. 警报","ә'lɑ:m","",1
"algebra","n. 代数","'ældʒibrә","",1
"amateur","adj. 业余爱好的","'æmәtә","",1
"anecdote","n. 逸事，趣闻","'ænikdәut","",1
"ankle","n. 踝，踝关节","'æŋkl","",1
"anxious","adj. 忧虑的，焦急的","'æŋʃәs","",1
"apparent","adj. 显而易见","ә'pærәnt","",1
"appeal","v. 上诉，申诉，吸引力","ә'pi:l","",1
"appoint","v. 任命，委任，安排，确定（时间，地点）","ә'pɒint","",1
"arbitrary","adj. 随心所欲的，独裁的，专断的","'ɑ:bitrәri","",1
"association","n. 协会，社团，联系","ә.sәuʃә'eiʃәn","",1
"astonish","vt. 使惊讶","ә'stɒniʃ","",1
"bag","n. 书包；提包；袋子","bæg","",1
"ban","n. 禁令 v. 禁止；取缔","bæn","",1
"barrier","n. 屏障，障碍，关卡","'bæriә","",1
"behave","v. 守规矩，行为","bi'heiv","",1
"behaviour","n. 行为，举止","bi'heivjә","",1
"beneath","prep. 在…下方（面）","bi'ni:θ","",1
"beneficial","adj. 有利的，有帮助的，有用的",".beni'fiʃәl","",1
"blame","n.& v. 责备；责怪","bleim","",1
"bond","n.&v. 纽带，联系，使牢固","bɒnd","",1
"bounce","v. 弹起，蹦，上下晃动","bauns","",1
"brake","n. 闸 vi. 刹车","breik","",1
"breakthrough","n. 重大进展，突破","'breikθru:","",1
"bucket","n. 铲斗；桶","'bʌkit","",1
"bush","n. 灌木丛，矮树丛","buʃ","",1
"carbon","n. 碳","'kɑ:bәn","",1
"cast","v. 扔，抛，撒","kɑ:st. kæst","",1
"castle","n. 城堡","'kæsl. 'kɑ:sl","",1
"cheer","n. & vi.欢呼； 喝彩","tʃiә","",1
"cheers","int. 干杯，(口)谢谢，再见","tʃiәz","",1
"chief","adj. 主要,首要的 n.领导，头","tʃi:f","",1
"chips","n. (pl.)炸土豆条（片）","tʃips","",1
"cleaner","n.清洁工.,清洁器.,清洁剂","'kli:nә","",1
"collision","n. 碰撞事故","kә'liʒәn","",1
"comb","n. 梳子 v. 梳","kәum","",1
"comma","n. 逗号","'kɒmә","",1
"conservative","adj. 保守的，守旧的；保守主义的；谨慎的 n.保守的人，保守主义","kәn'sә:vәtiv","",1
"contradict","v. 反驳，驳斥，批驳",".kɒntrә'dikt","",1
"contrary","n.&a. 相反 相反的","'kɒntrәri","",1
"controversial","a.引起争论的,有争议的",".kɒntrә'vә:ʃәl","",1
"coral","n. 珊瑚；珊瑚虫","'kɒrәl","",1
"crazy","adj. 疯狂的","'kreizi","",1
"dash","v. & n. 快跑，冲刺，短跑","dæʃ","",1
"decrease","v.减少，减小，降低","'di:kri:s","",1
"deed","n. 行为；事迹","di:d","",1
"defeat","vt. 击败；战胜","di'fi:t","",1
"desire","vt. & n. 要求；期望","di'zaiә","",1
"diamond","n. 钻石，金刚石；纸牌中的方块","'daiәmәnd","",1
"disadvantage","n. 不利条件；弱点",".disәd'vɑ:ntidʒ","",1
"disaster","n. 灾难；祸患","di'zɑ:stә","",1
"discourage","vt. （使）气馁；打消（做…的念头）","dis'kʌridʒ","",1
"disk","n. 磁盘","disk","",1
"dot","n. 点，小点，圆点","dɒt","",1
"driver","n. 司机，驾驶员","'draivә","",1
"dusty","adj. 尘土般的，尘土多的","'dʌsti","",1
"electric","adj. 电的","i'lektik","",1
"electrical","adj. 电的；电器的","i'lektrikәl","",1
"encouragement","n. 鼓励","in'kʌridʒmәnt","",1
"endless","adj. 无止境的； 没完的","'endlis","",1
"energ","y n. 精力，能量","","",1
"favorite","adj. 喜爱的 n. 特别喜爱的人（或物）","'feivәrit","",1
"ferry","n. 渡船","'feri","",1
"fighter","v. 战士；斗士","'faitә","",1
"folk","adj. 民间的","fәuk","",1
"forbid","(forbade, forbidden) vt. 禁止，不许","fә'bid","",1
"gardening","n. 园艺学","'gɑ:dniŋ","",1
"gesture","n. 姿势，手势","'dʒestʃә","",1
"gifted","adj. 有天赋的；有才华的","'giftid","",1
"grain","n. 谷物，谷类","grein","",1
"gravity","n. 重力，地球引力","'græviti","",1
"heap","n. 堆 v. 堆起来","hi:p","",1
"hire","vt. 租用","haiә","",1
"humorous","adj. 富于幽默的","'hju:mәrәs","",1
"impress","vt. 留下极深的印象","im'pres","",1
"interval","n. 间歇；间隔","'intәvәl","",1
"jazz","n. 爵士音乐，爵士舞曲","dʒæz","",1
"latter","n.（两者之中的）后者","'lætә","",1
"litre","n. 升； 公升","li:tә(r)","",1
"madam","n. 夫人,女士","'mædәm","",1
"mat","n. 垫子","mæt","",1
"memorize","v. 记忆","'memәraiz","",1
"musical","adj. 音乐的，爱好音乐的 n. 音乐片","'mju:zikl","",1
"musician","n. 音乐家，乐师","mju:'ziʃәn","",1
"nationality","n. 国籍",".næʃә'nælәti","",1
"officer","n. 军官;公务员,官员；警察，警官","'ɒfisә","",1
"outward","adv. 向外的，外出的","'autwәd","",1
"panic","a&v.惊慌,恐慌,惶恐不安","'pænik","",1
"participate","v. 参加，参与","pɑ:'tisipeit","",1
